device,useragent
linux,Mozilla/5.0 (U; Linux i663 x86_64) Gecko/20100101 Firefox/53.1
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_1; en-US) AppleWebKit/536.14 (KHTML, like Gecko) Chrome/49.0.3261.390 Safari/537"
android,"Mozilla/5.0 (Linux; Android 7.1.1; SAMSUNG GT-I9200 Build/KTU84P) AppleWebKit/601.5 (KHTML, like Gecko)  Chrome/47.0.2266.223 Mobile Safari/603.9"
windows,"Mozilla/5.0 (Windows; U; Windows NT 6.1; x64) AppleWebKit/603.47 (KHTML, like Gecko) Chrome/48.0.3324.280 Safari/533"
mobile,"Mozilla/5.0 (iPad; CPU iPad OS 7_3_1 like Mac OS X) AppleWebKit/603.39 (KHTML, like Gecko)  Chrome/53.0.2064.341 Mobile Safari/535.6"
android,"Mozilla/5.0 (Linux; Android 4.4.4; Nokia 3110 Build/IMM76D) AppleWebKit/533.21 (KHTML, like Gecko)  Chrome/55.0.3942.351 Mobile Safari/603.5"
linux,Mozilla/5.0 (U; Linux x86_64; en-US) Gecko/20100101 Firefox/53.5
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.5; x64; en-US) AppleWebKit/602.8 (KHTML, like Gecko) Chrome/47.0.2721.386 Safari/602.2 Edge/12.18042"
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows; Windows NT 6.2; Win64; x64 Trident/4.0)
linux,"Mozilla/5.0 (U; Linux x86_64) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/52.0.2535.328 Safari/536"
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_8_1; like Mac OS X) AppleWebKit/602.49 (KHTML, like Gecko)  Chrome/51.0.3757.368 Mobile Safari/603.1"
linux,"Mozilla/5.0 (Linux; U; Linux x86_64; en-US) AppleWebKit/603.17 (KHTML, like Gecko) Chrome/48.0.1239.125 Safari/536"
edge,"Mozilla/5.0 (Windows; Windows NT 10.1; Win64; x64; en-US) AppleWebKit/601.2 (KHTML, like Gecko) Chrome/50.0.2942.308 Safari/600.7 Edge/12.62602"
chrome,"Mozilla/5.0 (Windows; Windows NT 6.2; x64) AppleWebKit/537.47 (KHTML, like Gecko) Chrome/48.0.3362.367 Safari/602"
android,"Mozilla/5.0 (Linux; U; Android 4.4.1; SAMSUNG SM-N8000 Build/KVT49L) AppleWebKit/603.21 (KHTML, like Gecko)  Chrome/54.0.1672.259 Mobile Safari/603.9"
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_0) Gecko/20130401 Firefox/47.2
windows,"Mozilla/5.0 (Windows; Windows NT 6.0; Win64; x64; en-US) AppleWebKit/537.19 (KHTML, like Gecko) Chrome/51.0.3117.328 Safari/602"
linux,"Mozilla/5.0 (Linux; Linux x86_64; en-US) AppleWebKit/535.25 (KHTML, like Gecko) Chrome/51.0.1049.329 Safari/533"
windows,"Mozilla/5.0 (Windows; Windows NT 10.5; Win64; x64) AppleWebKit/537.37 (KHTML, like Gecko) Chrome/49.0.3448.234 Safari/535.3 Edge/14.97997"
windows,Mozilla/5.0 (Windows; Windows NT 6.2;; en-US) Gecko/20130401 Firefox/70.4
android,"Mozilla/5.0 (Android; Android 5.1; SAMSUNG SM-G935X Build/LMY47X) AppleWebKit/533.44 (KHTML, like Gecko)  Chrome/53.0.1202.325 Mobile Safari/536.7"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_3_7; like Mac OS X) AppleWebKit/603.24 (KHTML, like Gecko)  Chrome/47.0.2753.204 Mobile Safari/602.2"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_2_8; en-US) Gecko/20100101 Firefox/66.2
windows,Mozilla/5.0 (Windows NT 10.5; Win64; x64) Gecko/20130401 Firefox/47.7
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows; U; Windows NT 6.2; WOW64; en-US Trident/6.0)
firefox,Mozilla/5.0 (Linux i565 ; en-US) Gecko/20130401 Firefox/69.9
edge,"Mozilla/5.0 (Windows; Windows NT 10.1;) AppleWebKit/536.34 (KHTML, like Gecko) Chrome/50.0.1356.367 Safari/533.5 Edge/10.38731"
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows; Windows NT 6.3; Win64; x64 Trident/7.0)
android,"Mozilla/5.0 (Linux; Android 4.4.1; Nokia 3310 Build/IMM76D) AppleWebKit/602.24 (KHTML, like Gecko)  Chrome/51.0.3048.287 Mobile Safari/533.9"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.4; Win64; x64) AppleWebKit/603.2 (KHTML, like Gecko) Chrome/47.0.2257.258 Safari/603.2 Edge/10.98514"
windows,Mozilla/5.0 (Windows; U; Windows NT 6.3;; en-US) Gecko/20100101 Firefox/61.3
chrome,"Mozilla/5.0 (U; Linux x86_64; en-US) AppleWebKit/533.5 (KHTML, like Gecko) Chrome/54.0.2694.184 Safari/536"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_8) AppleWebKit/602.36 (KHTML, like Gecko) Chrome/47.0.2276.210 Safari/536"
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_5_2; en-US) AppleWebKit/536.21 (KHTML, like Gecko) Chrome/54.0.1228.169 Safari/533"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0; en-US) AppleWebKit/534.37 (KHTML, like Gecko) Chrome/48.0.2646.186 Safari/603"
mobile,"Mozilla/5.0 (iPad; CPU iPad OS 9_9_8 like Mac OS X) AppleWebKit/602.18 (KHTML, like Gecko)  Chrome/54.0.2802.394 Mobile Safari/537.1"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_7_1; like Mac OS X) AppleWebKit/603.29 (KHTML, like Gecko)  Chrome/51.0.1513.352 Mobile Safari/535.7"
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_0_6) AppleWebKit/534.20 (KHTML, like Gecko) Chrome/53.0.2770.187 Safari/603"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0; en-US) AppleWebKit/601.15 (KHTML, like Gecko) Chrome/54.0.2661.373 Safari/534"
chrome,"Mozilla/5.0 (Linux i552 ; en-US) AppleWebKit/601.24 (KHTML, like Gecko) Chrome/51.0.2882.382 Safari/600"
linux,"Mozilla/5.0 (Linux; Linux x86_64; en-US) AppleWebKit/600.15 (KHTML, like Gecko) Chrome/49.0.3242.261 Safari/602"
android,"Mozilla/5.0 (Linux; U; Android 4.4.1; LG-D953 Build/KOT49I) AppleWebKit/535.1 (KHTML, like Gecko)  Chrome/53.0.1457.128 Mobile Safari/602.9"
chrome,"Mozilla/5.0 (Linux; Linux i656 ; en-US) AppleWebKit/533.14 (KHTML, like Gecko) Chrome/51.0.1567.129 Safari/534"
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_8; en-US) Gecko/20130401 Firefox/71.5
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_1; en-US) AppleWebKit/601.43 (KHTML, like Gecko) Chrome/47.0.2661.163 Safari/603"
windows,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/600.45 (KHTML, like Gecko) Chrome/47.0.3350.270 Safari/535"
firefox,Mozilla/5.0 (Linux i675 x86_64; en-US) Gecko/20100101 Firefox/55.4
mobile,"Mozilla/5.0 (Android; Android 4.4.1; LG-D957 Build/KOT49I) AppleWebKit/601.3 (KHTML, like Gecko)  Chrome/47.0.2781.218 Mobile Safari/536.1"
android,"Mozilla/5.0 (Linux; U; Android 7.1.1; Xperia V Build/NDE63X) AppleWebKit/601.49 (KHTML, like Gecko)  Chrome/51.0.3182.308 Mobile Safari/534.3"
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows; U; Windows NT 6.2; Trident/4.0)
windows,Mozilla/5.0 (Windows NT 10.4; x64) Gecko/20100101 Firefox/48.1
linux,Mozilla/5.0 (Linux; U; Linux i541 ; en-US) Gecko/20100101 Firefox/70.7
android,"Mozilla/5.0 (Android; Android 5.1; MOTO XT1575 Build/LPC23) AppleWebKit/535.24 (KHTML, like Gecko)  Chrome/53.0.2189.397 Mobile Safari/600.6"
mobile,"Mozilla/5.0 (iPod; CPU iPod OS 7_4_7; like Mac OS X) AppleWebKit/536.30 (KHTML, like Gecko)  Chrome/51.0.1481.368 Mobile Safari/535.3"
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows; U; Windows NT 6.2; Win64; x64; en-US Trident/6.0)
android,"Mozilla/5.0 (Linux; U; Android 5.0.1; HTC 80:number1-2t Build/LRX22G) AppleWebKit/537.16 (KHTML, like Gecko)  Chrome/49.0.2854.284 Mobile Safari/601.8"
windows,Mozilla/5.0 (Windows; U; Windows NT 10.4; WOW64; en-US) Gecko/20130401 Firefox/49.1
firefox,Mozilla/5.0 (Linux; U; Linux x86_64) Gecko/20100101 Firefox/46.1
linux,"Mozilla/5.0 (U; Linux i641 x86_64) AppleWebKit/600.14 (KHTML, like Gecko) Chrome/50.0.1641.183 Safari/603"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_9_4; like Mac OS X) AppleWebKit/601.1 (KHTML, like Gecko)  Chrome/50.0.2461.210 Mobile Safari/536.9"
mobile,"Mozilla/5.0 (iPod; CPU iPod OS 11_9_2; like Mac OS X) AppleWebKit/533.14 (KHTML, like Gecko)  Chrome/50.0.2566.280 Mobile Safari/536.8"
edge,"Mozilla/5.0 (Windows NT 10.2; WOW64) AppleWebKit/600.14 (KHTML, like Gecko) Chrome/49.0.2784.253 Safari/603.6 Edge/15.45805"
edge,"Mozilla/5.0 (Windows NT 10.4; x64; en-US) AppleWebKit/536.20 (KHTML, like Gecko) Chrome/54.0.1718.172 Safari/602.2 Edge/14.38343"
chrome,"Mozilla/5.0 (Linux; U; Linux i644 x86_64; en-US) AppleWebKit/534.7 (KHTML, like Gecko) Chrome/47.0.2575.332 Safari/537"
firefox,Mozilla/5.0 (Linux; Linux x86_64; en-US) Gecko/20100101 Firefox/69.7
mobile,"Mozilla/5.0 (iPad; CPU iPad OS 9_1_5 like Mac OS X) AppleWebKit/533.46 (KHTML, like Gecko)  Chrome/51.0.3685.279 Mobile Safari/537.5"
edge,"Mozilla/5.0 (Windows NT 10.5;; en-US) AppleWebKit/537.33 (KHTML, like Gecko) Chrome/48.0.1704.112 Safari/601.7 Edge/13.39305"
edge,"Mozilla/5.0 (Windows NT 10.1; WOW64) AppleWebKit/536.50 (KHTML, like Gecko) Chrome/52.0.1975.171 Safari/600.4 Edge/8.59013"
edge,"Mozilla/5.0 (Windows NT 10.1;; en-US) AppleWebKit/534.32 (KHTML, like Gecko) Chrome/50.0.1955.117 Safari/600.8 Edge/13.24083"
firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_7; en-US) Gecko/20100101 Firefox/48.4
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_7; en-US) Gecko/20130401 Firefox/70.5
firefox,Mozilla/5.0 (Linux x86_64; en-US) Gecko/20100101 Firefox/49.0
edge,"Mozilla/5.0 (Windows; Windows NT 10.1; x64) AppleWebKit/536.6 (KHTML, like Gecko) Chrome/47.0.1744.362 Safari/603.2 Edge/12.12453"
firefox,Mozilla/5.0 (Windows; Windows NT 10.5; x64) Gecko/20100101 Firefox/45.5
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 8_5_4) Gecko/20130401 Firefox/55.4
firefox,Mozilla/5.0 (Windows NT 6.1; Win64; x64) Gecko/20100101 Firefox/56.5
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_5; like Mac OS X) AppleWebKit/601.27 (KHTML, like Gecko)  Chrome/55.0.2400.206 Mobile Safari/603.2"
firefox,Mozilla/5.0 (Windows; U; Windows NT 10.1;) Gecko/20130401 Firefox/56.8
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.4; WOW64) AppleWebKit/533.46 (KHTML, like Gecko) Chrome/55.0.2328.279 Safari/602.5 Edge/11.88032"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_7; en-US) Gecko/20130401 Firefox/48.2
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_1) Gecko/20100101 Firefox/71.0
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_9) AppleWebKit/537.42 (KHTML, like Gecko) Chrome/47.0.1444.166 Safari/535"
linux,"Mozilla/5.0 (U; Linux x86_64) AppleWebKit/601.38 (KHTML, like Gecko) Chrome/53.0.2965.322 Safari/603"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_0_3) Gecko/20100101 Firefox/53.7
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_0_0; like Mac OS X) AppleWebKit/536.40 (KHTML, like Gecko)  Chrome/47.0.1833.299 Mobile Safari/602.5"
android,"Mozilla/5.0 (Linux; Android 7.1; Pixel XL Build/NRD90M) AppleWebKit/534.43 (KHTML, like Gecko)  Chrome/48.0.2160.208 Mobile Safari/601.9"
windows,"Mozilla/5.0 (Windows NT 10.2; WOW64) AppleWebKit/535.18 (KHTML, like Gecko) Chrome/55.0.2384.282 Safari/602"
android,"Mozilla/5.0 (Linux; Android 5.1.1; SAMSUNG SM-G920F Build/LRX22G) AppleWebKit/601.10 (KHTML, like Gecko)  Chrome/53.0.3598.353 Mobile Safari/536.9"
windows,"Mozilla/5.0 (Windows NT 10.2; WOW64; en-US) AppleWebKit/600.44 (KHTML, like Gecko) Chrome/51.0.2212.127 Safari/535"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_4_1; like Mac OS X) AppleWebKit/603.37 (KHTML, like Gecko)  Chrome/55.0.3191.255 Mobile Safari/534.3"
chrome,"Mozilla/5.0 (Windows NT 10.3; x64; en-US) AppleWebKit/537.33 (KHTML, like Gecko) Chrome/53.0.1661.227 Safari/603"
edge,"Mozilla/5.0 (Windows NT 10.5; Win64; x64) AppleWebKit/600.6 (KHTML, like Gecko) Chrome/48.0.3865.243 Safari/602.0 Edge/8.16714"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 9_6_5) Gecko/20130401 Firefox/67.2
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.2; x64) AppleWebKit/535.28 (KHTML, like Gecko) Chrome/53.0.2055.280 Safari/535"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_2_6; like Mac OS X) AppleWebKit/602.34 (KHTML, like Gecko)  Chrome/52.0.3084.126 Mobile Safari/601.1"
